Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
predicting 30-days mortality for mimic-iii patients with sepsis-3: a machine learning approach using xgboost,07,12,2020,Journal of translational medicine,18,1,1479-5876,Nianzong,Hou,"Department of Hand and Foot Surgery, Zibo Central Hospital, Shandong First Medical University, Zibo, 255036, Shandong, China.",Mingzhe,Li,"Independent researcher, bs20m2l@leeds.ac.uk, Leeds, LS29JT, UK.",Lu,He,"Institute of Medicine and Nursing, Hubei University of Medicine, Shiyan, 442000, Hubei, China.",Bing,Xie,"Department of Hand and Foot Surgery, Zibo Central Hospital, Shandong First Medical University, Zibo, 255036, Shandong, China.",Lin,Wang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Rumin,Zhang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Yong,Yu,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China.",Xiaodong,Sun,"Fengnan District Maternal and Child Health Care Hospital of Tangshan City, Tangshan, 063300, Hebei, China.",Zhengsheng,Pan,"Department of Urology Surgery, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, China.",Kai,Wang,"Department of Critical Care Medicine, Zibo Central Hospital, Shandong First Medical University , Zibo, 255036, Shandong, China. wangkaiicu@163.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a hybrid model for family history information identification and relation extraction: development and evaluation of an end-to-end information extraction system,22,04,2021,JMIR medical informatics,9,4,2291-9694,Youngjun,Kim,"Biomedical Informatics Center, Medical University of South Carolina, Charleston, SC, United States.",Paul M,Heider,"Biomedical Informatics Center, Medical University of South Carolina, Charleston, SC, United States.",Isabel Rh,Lally,"Department of Computer Science, College of Charleston, Charleston, SC, United States.",Stéphane M,Meystre,"Biomedical Informatics Center, Medical University of South Carolina, Charleston, SC, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distorted antigen-presenting function of langerhans cells induced by tumor necrosis factor alpha via a mechanism that appears different from that induced by ultraviolet b radiation,XX,10,1991,"Photodermatology, photoimmunology & photomedicine",8,5,0905-4383,J C,Simon,"Department of Dermatology, University of Texas Southwestern Medical Center, Dallas 75235-9069.",D,Edelbaum,,P R,Bergstresser,,P D,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between blood eosinophils and mortality in critically ill patients with acute exacerbation of chronic obstructive pulmonary disease: a retrospective cohort study,11,02,2021,International journal of chronic obstructive pulmonary disease,16,,1178-2005,Jia,Yang,"The First Clinical College, Zhejiang Chinese Medical University, Hangzhou, People's Republic of China.",Junchao,Yang,"Department of Pulmonary and Critical Care Medicine, The First Affiliated Hospital of Zhejiang Chinese Medical University, Hangzhou, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting volume responsiveness among sepsis patients using clinical data and continuous physiological waveforms,25,01,2021,AMIA ... Annual Symposium proceedings. AMIA Symposium,2020,,1942-597X,Rishikesan,Kamaleswaran,"Department of Biomedical Informatics, Emory University School of Medicine, Atlanta, GA.",Jiaoying,Lian,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",Dong-Lien,Lin,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",Himasagar,Molakapuri,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",SriManikanth,Nunna,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",Parth,Shah,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",Shiv,Dua,"Allegheny Health Network, Pittsburgh, PA.",Rema,Padman,"Heinz College of Information Systems and Public Policy, Carnegie Mellon University, Pittsburgh, PA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuff-less blood pressure measurement based on hybrid feature selection algorithm and multi-penalty regularized regression technique,20,10,2021,Biomedical physics & engineering express,7,6,2057-1976,Mohammad Mahbubur Rahman,Khan Mamun,"Department of Electrical and Computer Engineering, Tennessee Technological University, Tennessee, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sentiment analysis for necessary preview of 30-day mortality in sepsis patients and the control strategies,25,10,2021,Journal of healthcare engineering,2021,,2040-2309,Yanqun,Zou,"Department of Critical Care Medicine, The First People's Hospital of Ziyang, Ziyang 641300, Sichuan, China.",Jian,Wang,"Department of Critical Care Medicine, The First People's Hospital of Ziyang, Ziyang 641300, Sichuan, China.",Zheng,Lei,"Department of Critical Care Medicine, The First People's Hospital of Ziyang, Ziyang 641300, Sichuan, China.",Yuanjun,Zhang,"Department of Critical Care Medicine, The First People's Hospital of Ziyang, Ziyang 641300, Sichuan, China.",Wenfeng,Wang,"School of Science, Shanghai Institute of Technology, Shanghai 201418, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"crystal structure of diaminopimelate epimerase from arabidopsis thaliana, an amino acid racemase critical for l-lysine biosynthesis",05,11,2008,Journal of molecular biology,385,2,1089-8638,Bindu,Pillai,"Group in Protein Structure and Function, Department of Biochemistry, University of Alberta, Edmonton, Alberta, Canada T6G 2H7.",Vijayalakshmi A,Moorthie,,Marco J,van Belkum,,Sandra L,Marcus,,Maia M,Cherney,,Christopher M,Diaper,,John C,Vederas,,Michael N G,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mgp-atttcn: an interpretable machine learning model for the prediction of sepsis,07,05,2021,PloS one,16,5,1932-6203,Margherita,Rosnati,"Department of Computing, Imperial College London, London, United Kingdom.",Vincent,Fortuin,"Department of Computer Science, ETH Zürich, Zürich, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance comparison of systemic inflammatory response syndrome with logistic regression models to predict sepsis in neonates,19,12,2017,"Children (Basel, Switzerland)",4,12,2227-9067,Jyoti,Thakur,"Department of Instrumentation and Control Engineering, Dr. B. R. Ambedkar National Institute of Technology, Jalandhar, Punjab 144011, India. jyotit.15.phd@nitj.ac.in.",Sharvan Kumar,Pahuja,"Department of Instrumentation and Control Engineering, Dr. B. R. Ambedkar National Institute of Technology, Jalandhar, Punjab 144011, India. pahujas@nitj.ac.in.",Roop,Pahuja,"Department of Instrumentation and Control Engineering, Dr. B. R. Ambedkar National Institute of Technology, Jalandhar, Punjab 144011, India. pahujar@nitj.ac.in.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an adaptive weight learning-based multitask deep network for continuous blood pressure estimation using electrocardiogram signals,25,02,2021,"Sensors (Basel, Switzerland)",21,5,1424-8220,Xiaomao,Fan,"School of Computer Science, South China Normal University, Guangzhou 510631, China.",Hailiang,Wang,"School of Design, Hong Kong Polytechnic University, Hong Kong, China.",Yang,Zhao,"School of Data Science, City University of Hong Kong, Hong Kong, China.",Ye,Li,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen 518055, China.",Kwok Leung,Tsui,"School of Data Science, City University of Hong Kong, Hong Kong, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between early central venous pressure measurement and mortality in patients with sepsis: a data analysis of mimic-iii database,XX,07,2021,Zhonghua wei zhong bing ji jiu yi xue,33,7,2095-4352,Han,Chen,"Department of Critical Care Medicine, Provincial Clinical Medical College of Fujian Medical University, Fujian Provincial Hospital, Fuzhou 350001, Fujian, China. Corresponding author: Yu Rongguo, Email: garyyrg@126.com.",Shurong,Gong,,Xiuling,Shang,,Rongguo,Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an exploratory data quality analysis of time series physiologic signals using a large-scale intensive care unit database,02,08,2021,JAMIA open,4,3,2574-2531,Ali S,Afshar,"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland USA.",Yijun,Li,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA.",Zixu,Chen,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Yuxuan,Chen,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Jae Hun,Lee,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Darius,Irani,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Aidan,Crank,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Digvijay,Singh,"Department of Computer Science, Johns Hopkins Whiting School of Engineering, Baltimore, Maryland, USA.",Michael,Kanter,"Department of Clinical Science, Kaiser Permanente Bernard J. Tyson School of Medicine, Pasadena, California, USA.",Nauder,Faraday,"Department of Anesthesiology and Critical Care Medicine, Johns Hopkins School of Medicine, Baltimore, Maryland USA.",Hadi,Kharrazi,"Department of Health Policy and Management, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the red blood cell distribution width-albumin ratio was a potential prognostic biomarker for diabetic ketoacidosis,07,09,2021,International journal of general medicine,14,,1178-7074,Depu,Zhou,"Department of Endocrinology, Yanbian University Hospital, Yanji, Jilin Province, People's Republic of China.",Jie,Wang,"Department of Endocrinology, Yanbian University Hospital, Yanji, Jilin Province, People's Republic of China.",Xiaokun,Li,"Department of Endocrinology, Yanbian University Hospital, Yanji, Jilin Province, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between red blood cell distribution width and long-term mortality in acute respiratory failure patients,03,12,2020,Scientific reports,10,1,2045-2322,Wei,Zhang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China. zhangwei2384@126.com.",Yadan,Wang,"Ruibiao (Wuhan) Biotechnology Co. Ltd, Wuhan, China.",Jun,Wang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",Shaochun,Wang,"Department of Respiratory and Critical Care Medicine, Shaanxi Provincial People's Hospital, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association of post-operative systolic blood pressure variability with mortality after coronary artery bypass grafting,12,08,2021,Frontiers in cardiovascular medicine,8,,2297-055X,Zhuoming,Zhou,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Jiantao,Chen,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Guangguo,Fu,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Xiaodong,Zhuang,"NHC Key Laboratory of Assisted Circulation, Sun Yat-Sen University, Guangzhou, China.",Jian,Hou,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Sida,Chen,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Suiqing,Huang,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Yuan,Yue,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Liqun,Shang,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Keke,Wang,"Department of Emergency, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Linhua,Lv,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Mengya,Liang,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",Zhongkai,Wu,"Department of Cardiac Surgery, The First Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
use of electronic health record data to evaluate the impact of race on 30-day mortality in patients admitted to the intensive care unit,20,06,2016,Journal of racial and ethnic health disparities,4,4,2196-8837,Mallika L,Mundkur,"Lister Hill National Center for Biomedical Communications, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Building 38A/&N707, Bethesda, MD, 20894, USA. mmundkur1@partners.org.",Fiona M,Callaghan,"Lister Hill National Center for Biomedical Communications, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Building 38A/&N707, Bethesda, MD, 20894, USA.",Swapna,Abhyankar,"Lister Hill National Center for Biomedical Communications, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Building 38A/&N707, Bethesda, MD, 20894, USA.",Clement J,McDonald,"Lister Hill National Center for Biomedical Communications, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Building 38A/&N707, Bethesda, MD, 20894, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a novel risk-predicted nomogram for sepsis associated-acute kidney injury among critically ill patients,10,05,2021,BMC nephrology,22,1,1471-2369,Shanglin,Yang,"Department of Academic Affairs Office, YouJiang Medical University for Nationalities, Baise, China.",Tingting,Su,"Department of ECG Diagnostics, The People's Hospital of Guangxi Zhuang Autonomous Region, Nanning, China.",Lina,Huang,"Department of Comprehensive Internal Medicine, The Affiliated Tumor Hospital of Guangxi Medical University, Nanning, China.",Lu-Huai,Feng,"Department of Comprehensive Internal Medicine, The Affiliated Tumor Hospital of Guangxi Medical University, Nanning, China. 823900187@qq.com.",Tianbao,Liao,"Department of President's Office, YouJiang Medical University for Nationalities, Baise, China. yyliaotianbao@126.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a clinically practical and interpretable deep model for icu mortality prediction with external validation,25,01,2021,AMIA ... Annual Symposium proceedings. AMIA Symposium,2020,,1942-597X,Yanni,Kang,"PingAn Health Technology, Beijing, China.",Xiaoyu,Jia,"PingAn Health Technology, Beijing, China.",Kaifei,Wang,"The General Hospital of the People's Liberation Army of China, Beijing, China.",Yiying,Hu,"PingAn Health Technology, Beijing, China.",Jianying,Guo,"PingAn Health Technology, Beijing, China.",Lin,Cong,"PingAn Health Technology, Beijing, China.",Xiang,Li,"PingAn Health Technology, Beijing, China.",Guotong,Xie,"PingAn Health Technology, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical code prediction via capsule networks and icd knowledge,30,07,2021,BMC medical informatics and decision making,21,Suppl 2,1472-6947,Weidong,Bao,"School of Information Engineering, Dalian Ocean University, Dalian, China.",Hongfei,Lin,"College of Computer Science and Technology, Dalian University of Technology, Dalian, China.",Yijia,Zhang,"College of Computer Science and Technology, Dalian University of Technology, Dalian, China. zhyj@dlut.edu.cn.",Jian,Wang,"College of Computer Science and Technology, Dalian University of Technology, Dalian, China.",Shaowu,Zhang,"College of Computer Science and Technology, Dalian University of Technology, Dalian, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"relationship between ""1-hour serum lactate"" level and 30-day mortality in critical care patients in intensive care unit",XX,06,2020,Zhonghua wei zhong bing ji jiu yi xue,32,6,2095-4352,Qilin,Yang,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Yinzhou,Zhang,"Guangzhou Medical University, Guangzhou 511436, Guangdong, China. Corresponding author: Chen Weiyan, Email: sam11124@163.com.",Tianyu,Kong,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Zhenhui,Zhang,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Xuming,Xiong,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",Weiyan,Chen,"Department of Intensive Care Unit, the Second Affiliated Hospital of Guangzhou Medical University, Guangzhou 510260, Guangdong, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of 60-day case fatality in critically ill patients receiving renal replacement therapy: external validation of a prediction model,XX,08,2018,"Shock (Augusta, Ga.)",50,2,1540-0514,Gloria Maria Custodio de,Carvalho,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",Tacyano Tavares,Leite,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",Alexandre Braga,Libório,"Medical Sciences Postgraduate Program, Department of Clinical Medicine, Universidade Federal do Ceará, Fortaleza, Ceara, Brazil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mechanical learning for prediction of sepsis-associated encephalopathy,16,11,2021,Frontiers in computational neuroscience,15,,1662-5188,Lina,Zhao,"State Key Laboratory of Complex Severe and Rare Diseases, Emergency Department, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Yunying,Wang,"Department of Critical Care Medicine, Chifeng Municipal Hospital, Inner Mongolia, China.",Zengzheng,Ge,"State Key Laboratory of Complex Severe and Rare Diseases, Emergency Department, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Huadong,Zhu,"State Key Laboratory of Complex Severe and Rare Diseases, Emergency Department, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",Yi,Li,"State Key Laboratory of Complex Severe and Rare Diseases, Emergency Department, Peking Union Medical College Hospital, Peking Union Medical College, Chinese Academy of Medical Sciences, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
