Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Journal Issue,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Collective Author 1
genetic underpinnings of cerebral edema in acute brain injury: an opportunity for pathway discovery,26,05,2020,Neuroscience letters,730,1872-7972,Elayna,Kirsch,"Duke University School of Medicine, Durham, NC, USA; Division of Neurocritical Care & Emergency Neurology, Department of Neurology, Yale School of Medicine, 15 York Street, LLCI Room 1004D, P.O. Box 20801, New Haven, CT 06510, USA.",Natalia,Szejko,"Division of Neurocritical Care & Emergency Neurology, Department of Neurology, Yale School of Medicine, 15 York Street, LLCI Room 1004D, P.O. Box 20801, New Haven, CT 06510, USA; Department of Neurology, Medical University of Warsaw, Warsaw, Poland; Department of Bioethics, Medical University of Warsaw, Warsaw, Poland.",Guido J,Falcone,"Division of Neurocritical Care & Emergency Neurology, Department of Neurology, Yale School of Medicine, 15 York Street, LLCI Room 1004D, P.O. Box 20801, New Haven, CT 06510, USA. Electronic address: guido.falcone@yale.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do critically ill patients with aki benefit from furosemide? further real-word evidence from a large multi-center database,25,05,2020,"Critical care (London, England)",24,1466-609X,Shaowei,Gao,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, 58 Zhongshan 2nd Road, Guangzhou, 510080, China.",Lu,Yang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, 58 Zhongshan 2nd Road, Guangzhou, 510080, China.",Zhongxing,Wang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, 58 Zhongshan 2nd Road, Guangzhou, 510080, China. doctorwzx@126.com.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vital-sign circadian rhythms in patients prior to discharge from an icu: a retrospective observational analysis of routinely recorded physiological data,28,04,2020,"Critical care (London, England)",24,1466-609X,Shaun,Davidson,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK. shaun.davidson@eng.ox.ac.uk.",Mauricio,Villarroel,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Mirae,Harford,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Eoin,Finnegan,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",1,Joao,Jorge,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",Duncan,Young,"Critical Care Research Group, Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford, UK.",Peter,Watkinson,"Critical Care Research Group, Nuffield Department of Clinical Neurosciences, University of Oxford, Oxford, UK.",Lionel,Tarassenko,"Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Oxford, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loadaboost: loss-based adaboost federated machine learning with reduced computational complexity on iid and non-iid intensive care data,17,04,2020,PloS one,15,1932-6203,Li,Huang,"Academy of Arts and Design, Tsinghua University, Beijing, China.",Yifeng,Yin,"University of Huddersfield, Huddersfield, England, United Kingdom.",Zeng,Fu,"University of California San Diego, San Diego, California, United States of America.",Shifa,Zhang,"Northeastern University, Boston, Massachusetts, United States of America.",4,Hao,Deng,"Department of Anesthesia, Massachusetts General Hospital, Boston, Massachusetts, United States of America.",Dianbo,Liu,"Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rule-based cohort definitions for acute respiratory failure: electronic phenotyping algorithm,15,04,2020,JMIR medical informatics,8,2291-9694,Patrick,Essay,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",Jarrod,Mosier,"College of Medicine, The University of Arizona, Tucson, AZ, United States.",Vignesh,Subbian,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the association of icu acuity with adherence to icu evidence-based processes of care,27,03,2020,Chest,158,1931-3543,Kelly C,Vranas,"Division of Pulmonary and Critical Care, Oregon Health & Science University, Portland, OR; Health Services Research & Development, VA Portland Health Care System, Portland, OR; Palliative and Advanced Illness Research (PAIR) Center, University of Pennsylvania, Philadelphia, PA. Electronic address: vranas@ohsu.edu.",Jennifer Y,Scott,"Health Services Research & Development, VA Portland Health Care System, Portland, OR.",Omar,Badawi,"Department of Research and Development, Philips Healthcare, Baltimore, MD; Department of Pharmacy Practice and Science, University of Maryland School of Pharmacy, Baltimore, MD; Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA.",Michael O,Harhay,"Department of Biostatistics, Epidemiology and Informatics, University of Pennsylvania, Philadelphia, PA; Palliative and Advanced Illness Research (PAIR) Center, University of Pennsylvania, Philadelphia, PA.",2,Christopher G,Slatore,"Division of Pulmonary and Critical Care, Oregon Health & Science University, Portland, OR; Health Services Research & Development, VA Portland Health Care System, Portland, OR.",Donald R,Sullivan,"Division of Pulmonary and Critical Care, Oregon Health & Science University, Portland, OR; Health Services Research & Development, VA Portland Health Care System, Portland, OR.",Meeta Prasad,Kerlin,"Palliative and Advanced Illness Research (PAIR) Center, University of Pennsylvania, Philadelphia, PA; Pulmonary, Allergy and Critical Care Division, University of Pennsylvania, Philadelphia, PA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brief introduction of medical database and data mining technology in big data era,22,02,2020,Journal of evidence-based medicine,13,1756-5391,Jin,Yang,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",Yuanjie,Li,"Department of Human Anatomy, Histology and Embryology, School of Basic Medical Sciences, Xi'an Jiaotong University Health Science Center, Xi'an, Shaanxi, China.",Qingqing,Liu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",Li,Li,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",1,Aozi,Feng,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",Tianyi,Wang,"School of Public Health, Shaanxi University of Chinese Medicine, Xianyang, Shaanxi, China.",Shuai,Zheng,"School of Public Health, Shaanxi University of Chinese Medicine, Xianyang, Shaanxi, China.",Anding,Xu,"Department of Neurology, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",Jun,Lyu,"Department of Clinical Research, The First Affiliated Hospital of Jinan University, Guangzhou, Guangdong, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defining persistent critical illness based on growth trajectories in patients with sepsis,18,02,2020,"Critical care (London, England)",24,1466-609X,Zhongheng,Zhang,"Department of Emergency Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, 310016, China.",Kwok M,Ho,"Department of intensive care Medicine, Royal Perth Hospital, School of Population & Global Health, University of Western Australia, Crawley, Australia.",Hongqiu,Gu,"China National Clinical Research Center for Neurological Diseases; National Center for Healthcare Quality Management in Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, 10070, China.",Yucai,Hong,"Department of Emergency Medicine, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, 310016, China.",1,Yunsong,Yu,"Department of Infectious Diseases, Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University, Zhejiang, 310016, Hangzhou, China. yvys119@zju.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genetic variation and response to neurocritical illness: a powerful approach to identify novel pathophysiological mechanisms and therapeutic targets,XX,04,2020,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,17,1878-7479,Julián N,Acosta,"Division of Neurocritical Care and Emergency Neurology, Department of Neurology, Yale School of Medicine, New Haven, Connecticut, 06520, USA.",Stacy C,Brown,"Division of Neurocritical Care and Emergency Neurology, Department of Neurology, Yale School of Medicine, New Haven, Connecticut, 06520, USA.",Guido J,Falcone,"Division of Neurocritical Care and Emergency Neurology, Department of Neurology, Yale School of Medicine, New Haven, Connecticut, 06520, USA. guido.falcone@yale.edu.",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discovering hidden information in biosignals from patients using artificial intelligence,16,01,2020,Korean journal of anesthesiology,73,2005-7563,Dukyong,Yoon,"Department of Biomedical Informatics, Ajou University School of Medicine, Suwon, Korea.",Jong-Hwan,Jang,"Department of Biomedical Informatics, Ajou University School of Medicine, Suwon, Korea.",Byung Jin,Choi,"Department of Biomedical Informatics, Ajou University School of Medicine, Suwon, Korea.",Tae Young,Kim,"Department of Biomedical Informatics, Ajou University School of Medicine, Suwon, Korea.",4,Chang Ho,Han,"Department of Biomedical Informatics, Ajou University School of Medicine, Suwon, Korea.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temporal trends in critical care outcomes in u.s. minority-serving hospitals,15,03,2020,American journal of respiratory and critical care medicine,201,1535-4970,John,Danziger,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",Miguel,Ángel Armengol de la Hoz,"Cardiovascular Research Center, Harvard Medical School, Massachusetts General Hospital, Boston, Massachusetts.",Wenyuan,Li,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, Massachusetts.",Matthieu,Komorowski,"Department of Surgery and Cancer, Faculty of Medicine, Imperial College London, United Kingdom.",6,Rodrigo Octávio,Deliberato,"MIT Critical Data, Laboratory for Computational Physiology, Institute for Medical Engineering and Science, Cambridge, Massachusetts.",Barret N M,Rush,"Department of Critical Care Medicine, University of British Columbia, Vancouver, British Columbia, Canada.",Kenneth J,Mukamal,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",Leo,Celi,"Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts.",Omar,Badawi,"Philips Healthcare, Baltimore, Maryland; and.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pic, a paediatric-specific intensive care database",13,01,2020,Scientific data,7,2052-4463,Xian,Zeng,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China.",Gang,Yu,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China.",Yang,Lu,"The College of Biomedical Engineering and Instrument Science, Zhejiang University, Hangzhou, China.",Linhua,Tan,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China.",1,Xiujing,Wu,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China.",Shanshan,Shi,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China.",Huilong,Duan,"The College of Biomedical Engineering and Instrument Science, Zhejiang University, Hangzhou, China.",Qiang,Shu,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China. shuqiang@zju.edu.cn.",Haomin,Li,"The Children's Hospital of Zhejiang University School of Medicine and National Clinical Research Center for Child Health, Hangzhou, China. hmli@zju.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"the emerging landscape of health research based on biobanks linked to electronic health records: existing resources, statistical challenges, and potential opportunities",20,12,2019,Statistics in medicine,39,1097-0258,Lauren J,Beesley,"Department of Biostatistics, University of Michigan, Ann Arbor, Michigan.",Maxwell,Salvatore,"Department of Biostatistics, University of Michigan, Ann Arbor, Michigan.",Lars G,Fritsche,"Department of Biostatistics, University of Michigan, Ann Arbor, Michigan.",Anita,Pandit,"Department of Biostatistics, University of Michigan, Ann Arbor, Michigan.",6,Arvind,Rao,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, Michigan.",Chad,Brummett,"Department of Anesthesiology, University of Michigan, Ann Arbor, Michigan.",Cristen J,Willer,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, Michigan.",Lynda D,Lisabeth,"Department of Epidemiology, University of Michigan, Ann Arbor, Michigan.",Bhramar,Mukherjee,"Department of Biostatistics, University of Michigan, Ann Arbor, Michigan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mimic-cxr, a de-identified publicly available database of chest radiographs with free-text reports",12,12,2019,Scientific data,6,2052-4463,Alistair E W,Johnson,"Institute of Medical Engineering & Science, Massachusetts Institute of Technology, Cambridge, MA, USA. aewj@mit.edu.",Tom J,Pollard,"Institute of Medical Engineering & Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",Seth J,Berkowitz,"Department of Radiology, Beth Israel Deaconess Medical Center, Boston, MA, USA.",Nathaniel R,Greenbaum,"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA.",1,Matthew P,Lungren,"Department of Radiology, Stanford University, Palo Alto, CA, USA.",Chih-Ying,Deng,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA.",Roger G,Mark,"Institute of Medical Engineering & Science, Massachusetts Institute of Technology, Cambridge, MA, USA.",Steven,Horng,"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
characterization and validation of a novel measure of septic shock severity,04,11,2019,Intensive care medicine,46,1432-1238,Nicholas A,Bosch,"Department of Medicine, The Pulmonary Center, Boston University School of Medicine, 72 East Concord St., R-304, Boston, MA, 02118, USA. nabosch@bu.edu.",Bijan,Teja,"Interdisciplinary Division of Critical Care Medicine, University of Toronto, Toronto, Canada.",Hannah,Wunsch,"Department of Critical Care Medicine, Sunnybrook Health Sciences Centre, Toronto, Canada.",Allan J,Walkey,"Department of Medicine, The Pulmonary Center, Boston University School of Medicine, 72 East Concord St., R-304, Boston, MA, 02118, USA.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trends and focus of machine learning applications for health research,02,10,2019,JAMA network open,2,2574-3805,Brett,Beaulieu-Jones,"Department of Biomedical Informatics, Harvard Medical School, Boston, Massachusetts.",Samuel G,Finlayson,"Harvard Medical School, Boston, Massachusetts.",Corey,Chivers,"Predictive Health Care Group, University of Pennsylvania Health System, Philadelphia.",Irene,Chen,"MIT Computer Science and Artificial Intelligence Lab, Boston, Massachusetts.",10,Matthew,McDermott,"MIT Computer Science and Artificial Intelligence Lab, Boston, Massachusetts.",Jaz,Kandola,"Department of Medicine, Imperial College London, London, United Kingdom.",Adrian V,Dalca,"Department of Biomedical Informatics, Harvard Medical School, Boston, Massachusetts.",Andrew,Beam,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, Massachusetts.",Madalina,Fiterau,"College of Information and Computer Sciences, University of Massachusetts, Amherst.",Tristan,Naumann,"Microsoft Research, Redmond, Washington.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curation of an intensive care research dataset from routinely collected patient data in an nhs trust,19,08,2019,F1000Research,8,2046-1402,Chris,McWilliams,"Department of Engineering Mathematics, University of Bristol, Bristol, UK.",Joshua,Inoue,"University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",Philip,Wadey,"University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",Graeme,Palmer,"University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",,Raul,Santos-Rodriguez,"Department of Engineering Mathematics, University of Bristol, Bristol, UK.",Christopher,Bourdeaux,"University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
using the national early warning score (news/news 2) in different intensive care units (icus) to predict the discharge location of patients,05,09,2019,BMC public health,19,1471-2458,Hassan,Zaidi,"Centre for Healthcare Modelling and Informatics, University of Portsmouth, Portsmouth, UK. hassan.zaidi@port.ac.uk.",Mohamed,Bader-El-Den,"School of Computing, University of Portsmouth, Portsmouth, UK.",James,McNicholas,"Portsmouth Hospitals NHS Trust, Portsmouth, UK.",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
developing well-calibrated illness severity scores for decision support in the critically ill,15,08,2019,NPJ digital medicine,2,2398-6352,Christopher V,Cosgriff,"1MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",Leo Anthony,Celi,"1MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",Stephanie,Ko,"4Department of Medicine, National University Health Systems, Singapore, Singapore.",Tejas,Sundaresan,"5Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",,Miguel Ángel,Armengol de la Hoz,"1MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",Aaron Russell,Kaufman,"9Department of Government, Harvard University, Cambridge, MA 02138 USA.",David J,Stone,"1MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",Omar,Badawi,"Department of eICU Research and Development, Philips Healthcare, Baltimore, MD 21202 USA.",Rodrigo Octavio,Deliberato,"1MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, Massachusetts Institute of Technology, Cambridge, MA 02139 USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prognostic value of serum lactate kinetics in critically ill patients with cirrhosis and acute-on-chronic liver failure: a multicenter study,01,07,2019,Aging,11,1945-4589,Feng,Gao,"Department of Gastroenterology and Hepatology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Xie-Lin,Huang,"Department of Gastroenterology Surgery, The Second Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Meng-Xing,Cai,"Department of Cardiovascular Medicine, The Heart Center, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Miao-Tong,Lin,"Department of Emergency Medicine, Intensive Care, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",13,Bin-Feng,Wang,"Department of Gastroenterology and Hepatology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Wei,Wu,"Department of Gastroenterology and Hepatology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",Zhi-Ming,Huang,"Department of Gastroenterology and Hepatology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"critical care, critical data",12,06,2019,Biomedical engineering and computational biology,10,1179-5972,Christopher V,Cosgriff,"MIT Critical Data, Massachusetts Institute of Technology, Cambridge, MA, USA.",Leo Anthony,Celi,"MIT Critical Data, Massachusetts Institute of Technology, Cambridge, MA, USA.",David J,Stone,"MIT Critical Data, Massachusetts Institute of Technology, Cambridge, MA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association of hypokalemia with an increased risk for medically treated arrhythmias,17,06,2019,PloS one,14,1932-6203,Colin T,Phillips,"Cardiovascular Division, Maine Medical Center, Portland, ME, United States of America.",Junmei,Wang,"School of Biological Science and Medical Engineering, Beihang University, Beijing, P.R. China.",Leo Anthony,Celi,"Laboratory for Computational Physiology, MIT Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, MA, United States of America.",Zhengbo,Zhang,"Department of Biomedical Engineering, Chinese PLA General Hospital, Beijing, P.R. China.",6,Mengling,Feng,"Saw Swee Hock School of Public Health, National University Health System, National University of Singapore, Singapore, Singapore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data-driven discovery of a novel sepsis pre-shock state predicts impending septic shock in the icu,16,04,2019,Scientific reports,9,2045-2322,Ran,Liu,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",Joseph L,Greenstein,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",Stephen J,Granite,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA.",James C,Fackler,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Maryland, USA.",1,Melania M,Bembea,"Department of Anesthesiology and Critical Care Medicine, The Johns Hopkins University School of Medicine, Maryland, USA.",Sridevi V,Sarma,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA. ssarma2@jhu.edu.",Raimond L,Winslow,"Institute for Computational Medicine, The Johns Hopkins University, Maryland, USA. rwinslow@jhu.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"towards a decision support tool for intensive care discharge: machine learning algorithm development using electronic healthcare data from mimic-iii and bristol, uk",07,03,2019,BMJ open,9,2044-6055,Christopher J,McWilliams,"Engineering Mathematics, University of Bristol, Bristol, UK.",Daniel J,Lawson,"Integrative Epidemiology Unit, Population Health Sciences, University of Bristol, Bristol, UK.",Raul,Santos-Rodriguez,"Engineering Mathematics, University of Bristol, Bristol, UK.",Iain D,Gilchrist,"Department of Experimental Psychology, University of Bristol, Bristol, UK.",3,Alan,Champneys,"Engineering Mathematics, University of Bristol, Bristol, UK.",Timothy H,Gould,"Intensive Care Unit, University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",Mathew Jc,Thomas,"Intensive Care Unit, University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",Christopher P,Bourdeaux,"Intensive Care Unit, University Hospitals Bristol NHS Foundation Trust, Bristol, UK.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the connected intensive care unit patient: exploratory analyses and cohort discovery from a critical care telemedicine database,24,01,2019,JMIR medical informatics,7,2291-9694,Patrick,Essay,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",Tala B,Shahin,"College of Medicine - Tucson, The University of Arizona, Tucson, AZ, United States.",Baran,Balkan,"College of Engineering, The University of Arizona, Tucson, AZ, United States.",Jarrod,Mosier,"Division of Pulmonary, Allergy, Critical Care, and Sleep, Department of Medicine, The University of Arizona, Tucson, AZ, United States.",1,Vignesh,Subbian,"Department of Systems and Industrial Engineering, The University of Arizona, Tucson, AZ, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an evaluation of the influence of body mass index on severity scoring,XX,02,2019,Critical care medicine,47,1530-0293,Rodrigo Octavio,Deliberato,,Ary,Serpa Neto,"Laboratory for Critical Care Research, Critical Care Department, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Matthieu,Komorowski,"MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, MIT, Cambridge, MA.",David J,Stone,"Departments of Anesthesiology and Neurosurgery, University of Virginia School of Medicine, Charlottesville, VA.",2,Stephanie Q,Ko,"MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, MIT, Cambridge, MA.",Lucas,Bulgarelli,"Big Data Analytics Department, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Carolina,Rodrigues Ponzoni,"Laboratory for Critical Care Research, Critical Care Department, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Renato Carneiro,de Freitas Chaves,"Laboratory for Critical Care Research, Critical Care Department, Hospital Israelita Albert Einstein, São Paulo, Brazil.",Leo Anthony,Celi,"MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, MIT, Cambridge, MA.",Alistair E W,Johnson,"MIT Critical Data, Laboratory for Computational Physiology, Harvard-MIT Health Sciences & Technology, MIT, Cambridge, MA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
